"","uid","signup_dt","auth_type","device"
"1418",21973295,"2016-06-26","C",1
"1419",21974334,"2016-06-26","A",5
"1420",21975005,"2016-06-26","C",5
"1421",21975240,"2016-06-26","C",1
"1422",21975618,"2016-06-26","C",1
"1423",21976107,"2016-06-26","A",1
"1424",21976968,"2016-06-26","C",1
"1425",21980831,"2016-06-27","A",1
"1426",21981750,"2016-06-27","A",1
"1427",21982388,"2016-06-27","C",4
"1428",21982460,"2016-06-27","A",7
"1429",21982613,"2016-06-27","A",1
"1430",21982761,"2016-06-27","C",6
"1431",21983307,"2016-06-27","C",1
"1432",21983674,"2016-06-27","C",1
"1433",21984591,"2016-06-27","A",5
"1434",21984935,"2016-06-27","C",1
"1435",21985457,"2016-06-27","C",1
"1436",21985484,"2016-06-27","B",7
"1437",21985516,"2016-06-27","A",1
"1438",21985944,"2016-06-27","A",4
"1439",21987130,"2016-06-27","C",1
"1440",21988134,"2016-06-27","C",2
"1441",21988340,"2016-06-27","C",1
"1442",21989474,"2016-06-27","C",1
"1443",21989726,"2016-06-27","C",1
"1444",21989882,"2016-06-27","C",1
"1445",21990131,"2016-06-27","C",6
"1446",21995887,"2016-06-28","C",5
"1447",21997242,"2016-06-28","A",1
"1448",21997503,"2016-06-28","C",1
"1449",21997984,"2016-06-28","C",1
"1450",21998089,"2016-06-28","A",1
"1451",21998205,"2016-06-28","C",1
"1452",21998867,"2016-06-28","A",1
"1453",21998939,"2016-06-28","C",1
"1454",21999249,"2016-06-28","A",1
"1455",21999789,"2016-06-28","C",1
"1456",22000428,"2016-06-28","B",1
"1457",22000952,"2016-06-28","B",6
"1458",22001150,"2016-06-28","B",1
"1459",22001340,"2016-06-28","C",1
"1460",22002007,"2016-06-28","B",1
"1461",22002036,"2016-06-28","A",7
"1462",22002394,"2016-06-28","B",1
"1463",22003032,"2016-06-28","A",5
"1464",22003339,"2016-06-28","C",1
"1465",22004565,"2016-06-28","C",5
"1466",22004655,"2016-06-28","B",7
"1467",22004769,"2016-06-28","C",6
"1468",22004992,"2016-06-28","B",1
"1469",22005046,"2016-06-28","C",5
"1470",22005277,"2016-06-28","A",2
"1471",22005955,"2016-06-28","B",1
"1472",22006212,"2016-06-28","C",1
"1473",22006292,"2016-06-28","B",1
"1474",22007554,"2016-06-29","C",7
"1475",22008257,"2016-06-29","C",1
"1476",22008570,"2016-06-29","B",6
"1477",22008728,"2016-06-29","B",7
"1478",22009287,"2016-06-29","C",1
"1479",22010921,"2016-06-29","C",2
"1480",22011329,"2016-06-29","C",5
"1481",22011382,"2016-06-29","C",1
"1482",22011543,"2016-06-29","C",1
"1483",22012188,"2016-06-29","C",6
"1484",22012428,"2016-06-29","C",1
"1485",22013110,"2016-06-29","A",1
"1486",22013657,"2016-06-29","C",1
"1487",22013759,"2016-06-29","C",1
"1488",22013870,"2016-06-29","A",1
"1489",22014828,"2016-06-29","B",1
"1490",22015300,"2016-06-29","C",1
"1491",22015671,"2016-06-29","B",1
"1492",22016017,"2016-06-29","A",1
"1493",22016044,"2016-06-29","B",1
"1494",22016154,"2016-06-29","C",1
"1495",22017225,"2016-06-29","A",6
"1496",22017415,"2016-06-29","C",1
"1497",22017811,"2016-06-29","A",3
"1498",22017834,"2016-06-29","B",1
"1499",22018742,"2016-06-29","C",6
"1500",22018913,"2016-06-29","C",4
"1501",22019180,"2016-06-29","C",6
"1502",22019420,"2016-06-29","C",6
"1503",22020146,"2016-06-29","C",5
"1504",22020671,"2016-06-29","C",4
"1505",22021762,"2016-06-30","C",1
"1506",22022022,"2016-06-30","C",1
"1507",22023271,"2016-06-30","C",1
"1508",22024325,"2016-06-30","A",1
"1509",22024448,"2016-06-30","C",1
"1510",22025035,"2016-06-30","C",2
"1511",22025370,"2016-06-30","C",1
"1512",22027103,"2016-06-30","B",6
"1513",22027639,"2016-06-30","C",1
"1514",22028177,"2016-06-30","B",6
"1515",22028728,"2016-06-30","A",5
"1516",22030544,"2016-06-30","B",1
"1517",22030656,"2016-06-30","C",4
"1518",22031154,"2016-06-30","C",3
"1519",22031567,"2016-06-30","B",1
"1520",22033028,"2016-06-30","C",2
"1521",22033113,"2016-06-30","B",1
"1522",22034077,"2016-06-30","A",1
"1523",22038293,"2016-07-01","A",5
"1524",22040498,"2016-07-01","C",1
"1525",22041601,"2016-07-01","A",4
"1526",22041806,"2016-07-01","C",1
"1527",22042305,"2016-07-01","C",6
"1528",22044157,"2016-07-01","C",1
"1529",22044216,"2016-07-01","C",5
"1530",22044955,"2016-07-01","C",1
"1531",22045531,"2016-07-01","A",1
"1532",22045567,"2016-07-01","C",6
"1533",22045640,"2016-07-01","B",6
"1534",22045983,"2016-07-01","C",6
"1535",22046321,"2016-07-01","A",1
"1536",22046811,"2016-07-01","A",1
"1537",22050105,"2016-07-02","C",5
"1538",22050910,"2016-07-02","C",1
"1539",22053671,"2016-07-02","C",5
"1540",22054128,"2016-07-02","B",7
"1541",22054562,"2016-07-02","B",6
"1542",22054642,"2016-07-02","B",1
"1543",22055378,"2016-07-02","C",5
"1544",22056267,"2016-07-02","C",7
"1545",22056965,"2016-07-02","B",2
"1546",22057406,"2016-07-02","B",1
"1547",22058951,"2016-07-02","B",1
"1548",22060287,"2016-07-02","C",1
"1549",22064038,"2016-07-03","C",1
"1550",22064227,"2016-07-03","A",5
"1551",22065031,"2016-07-03","A",1
"1552",22066782,"2016-07-03","C",1
"1553",22066872,"2016-07-03","C",5
"1554",22068100,"2016-07-03","C",1
"1555",22068104,"2016-07-03","B",1
"1556",22068470,"2016-07-03","C",1
"1557",22069083,"2016-07-03","B",1
"1558",22069812,"2016-07-03","C",4
"1559",22070909,"2016-07-03","C",1
"1560",22071953,"2016-07-03","C",1
"1561",22072430,"2016-07-03","C",6
"1562",22072723,"2016-07-03","C",2
"1563",22073164,"2016-07-03","C",4
"1564",22073250,"2016-07-03","C",1
"1565",22073826,"2016-07-03","C",5
"1566",22074939,"2016-07-03","C",6
"1567",22075087,"2016-07-03","C",1
"1568",22075295,"2016-07-03","A",6
"1569",22075680,"2016-07-04","C",4
"1570",22080035,"2016-07-04","C",6
"1571",22080153,"2016-07-04","A",6
"1572",22082203,"2016-07-04","C",6
"1573",22083541,"2016-07-04","C",1
"1574",22085113,"2016-07-04","A",5
"1575",22085785,"2016-07-04","C",5
"1576",22086297,"2016-07-04","A",1
"1577",22087959,"2016-07-04","C",5
"1578",22092125,"2016-07-05","C",1
"1579",22092476,"2016-07-05","C",1
"1580",22093035,"2016-07-05","A",5
"1581",22093103,"2016-07-05","C",1
"1582",22093167,"2016-07-05","C",1
"1583",22095248,"2016-07-05","A",1
"1584",22097437,"2016-07-05","A",6
"1585",22098250,"2016-07-05","C",5
"1586",22098984,"2016-07-05","C",1
"1587",22099570,"2016-07-05","C",5
"1588",22100055,"2016-07-05","C",4
"1589",22100453,"2016-07-05","A",1
"1590",22100675,"2016-07-05","C",1
"1591",22103427,"2016-07-05","A",1
"1592",22104518,"2016-07-05","C",1
"1593",22108512,"2016-07-06","C",1
"1594",22108902,"2016-07-06","A",3
"1595",22110824,"2016-07-06","C",5
"1596",22112051,"2016-07-06","A",1
"1597",22112705,"2016-07-06","C",1
"1598",22113342,"2016-07-06","A",7
"1599",22114706,"2016-07-06","C",1
"1600",22115252,"2016-07-06","C",5
"1601",22115309,"2016-07-06","A",1
"1602",22115955,"2016-07-06","C",1
"1603",22116224,"2016-07-06","C",5
"1604",22116758,"2016-07-06","C",1
"1605",22118140,"2016-07-06","C",5
"1606",22119916,"2016-07-06","C",1
"1607",22120033,"2016-07-06","A",7
"1608",22121740,"2016-07-07","C",5
"1609",22125503,"2016-07-07","C",1
"1610",22125817,"2016-07-07","A",1
"1611",22125849,"2016-07-07","C",1
"1612",22128415,"2016-07-07","B",1
"1613",22129729,"2016-07-07","C",1
"1614",22129897,"2016-07-07","A",5
"1615",22130082,"2016-07-07","A",5
"1616",22130121,"2016-07-07","C",6
"1617",22130499,"2016-07-07","C",1
"1618",22130832,"2016-07-07","C",2
"1619",22132338,"2016-07-07","C",2
"1620",22132705,"2016-07-07","C",7
"1621",22133068,"2016-07-07","C",1
"1622",22135043,"2016-07-07","C",1
"1623",22135172,"2016-07-07","B",6
"1624",22136122,"2016-07-07","C",1
"1625",22138271,"2016-07-08","C",1
"1626",22138501,"2016-07-08","A",7
"1627",22140159,"2016-07-08","C",6
"1628",22141061,"2016-07-08","C",1
"1629",22141427,"2016-07-08","C",1
"1630",22142209,"2016-07-08","C",1
"1631",22142568,"2016-07-08","C",6
"1632",22143338,"2016-07-08","A",6
"1633",22144363,"2016-07-08","C",6
"1634",22144574,"2016-07-08","C",1
"1635",22144998,"2016-07-08","A",1
"1636",22145106,"2016-07-08","C",1
"1637",22146533,"2016-07-08","A",6
"1638",22146544,"2016-07-08","B",1
"1639",22147116,"2016-07-08","A",4
"1640",22147432,"2016-07-08","C",5
"1641",22148204,"2016-07-08","A",5
"1642",22148403,"2016-07-08","C",5
"1643",22148981,"2016-07-08","A",5
"1644",22149281,"2016-07-08","C",1
"1645",22152264,"2016-07-09","A",1
"1646",22153466,"2016-07-09","B",6
"1647",22156832,"2016-07-09","C",5
"1648",22157129,"2016-07-09","C",1
"1649",22157440,"2016-07-09","C",1
"1650",22157704,"2016-07-09","C",7
"1651",22158557,"2016-07-09","C",5
"1652",22158614,"2016-07-09","C",6
"1653",22160232,"2016-07-09","A",1
"1654",22161152,"2016-07-09","B",1
"1655",22161653,"2016-07-09","A",1
"1656",22161815,"2016-07-09","A",4
"1657",22161968,"2016-07-09","A",2
"1658",22162045,"2016-07-09","C",6
"1659",22162459,"2016-07-09","C",6
"1660",22162554,"2016-07-09","C",1
"1661",22163464,"2016-07-09","A",1
"1662",22166736,"2016-07-10","C",2
"1663",22167357,"2016-07-10","C",1
"1664",22167886,"2016-07-10","B",2
"1665",22168592,"2016-07-10","C",4
"1666",22172146,"2016-07-10","A",1
"1667",22172448,"2016-07-10","B",1
"1668",22172686,"2016-07-10","C",7
"1669",22172790,"2016-07-10","B",1
"1670",22172899,"2016-07-10","C",1
"1671",22173465,"2016-07-10","C",1
"1672",22173520,"2016-07-10","A",1
"1673",22173670,"2016-07-10","C",1
"1674",22174217,"2016-07-10","B",6
"1675",22174641,"2016-07-10","C",5
"1676",22174966,"2016-07-10","C",1
"1677",22176022,"2016-07-10","C",1
"1678",22176891,"2016-07-10","A",1
"1679",22176921,"2016-07-10","B",1
"1680",22177210,"2016-07-10","A",1
"1681",22177227,"2016-07-10","C",5
"1682",22177297,"2016-07-10","B",1
"1683",22177453,"2016-07-10","B",6
"1684",22178002,"2016-07-10","B",1
"1685",22179661,"2016-07-10","B",1
"1686",22180131,"2016-07-10","A",7
"1687",22180548,"2016-07-10","A",4
"1688",22185259,"2016-07-11","C",1
"1689",22186869,"2016-07-11","C",6
"1690",22187456,"2016-07-11","C",1
"1691",22188915,"2016-07-11","C",1
"1692",22189165,"2016-07-11","C",6
"1693",22189318,"2016-07-11","C",7
"1694",22189388,"2016-07-11","A",5
"1695",22189751,"2016-07-11","C",1
"1696",22190624,"2016-07-11","A",1
"1697",22190709,"2016-07-11","C",1
"1698",22191110,"2016-07-11","A",7
"1699",22192241,"2016-07-11","B",7
"1700",22193670,"2016-07-11","C",1
"1701",22193853,"2016-07-11","A",6
"1702",22195318,"2016-07-11","B",1
"1703",22197148,"2016-07-11","C",7
"1704",22198419,"2016-07-12","C",1
"1705",22201135,"2016-07-12","B",1
"1706",22201298,"2016-07-12","A",4
"1707",22202232,"2016-07-12","C",1
"1708",22202660,"2016-07-12","C",6
"1709",22203197,"2016-07-12","B",1
"1710",22203585,"2016-07-12","B",6
"1711",22205407,"2016-07-12","A",1
"1712",22205723,"2016-07-12","C",1
"1713",22208072,"2016-07-12","C",6
"1714",22208134,"2016-07-12","C",5
"1715",22209000,"2016-07-12","C",6
"1716",22209518,"2016-07-12","A",1
"1717",22210278,"2016-07-12","C",6
"1718",22212970,"2016-07-13","C",7
"1719",22214230,"2016-07-13","C",6
"1720",22215247,"2016-07-13","C",5
"1721",22215660,"2016-07-13","A",1
"1722",22215740,"2016-07-13","A",1
"1723",22216121,"2016-07-13","A",1
"1724",22217426,"2016-07-13","A",1
"1725",22217533,"2016-07-13","C",1
"1726",22218961,"2016-07-13","B",1
"1727",22219744,"2016-07-13","C",1
"1728",22219970,"2016-07-13","C",1
"1729",22220834,"2016-07-13","C",3
"1730",22221060,"2016-07-13","C",1
"1731",22221451,"2016-07-13","B",6
"1732",22221562,"2016-07-13","C",1
"1733",22223571,"2016-07-13","C",1
"1734",22224227,"2016-07-13","A",1
"1735",22225055,"2016-07-13","C",1
"1736",22225914,"2016-07-13","C",4
"1737",22225967,"2016-07-13","A",5
"1738",22231043,"2016-07-14","A",1
"1739",22231312,"2016-07-14","A",6
"1740",22233831,"2016-07-14","C",1
"1741",22234234,"2016-07-14","A",5
"1742",22234367,"2016-07-14","A",6
"1743",22235798,"2016-07-14","A",6
"1744",22235868,"2016-07-14","C",1
"1745",22236898,"2016-07-14","C",6
"1746",22237613,"2016-07-14","A",5
"1747",22238027,"2016-07-14","C",1
"1748",22238119,"2016-07-14","C",6
"1749",22238285,"2016-07-14","C",1
"1750",22239842,"2016-07-14","C",4
"1751",22240687,"2016-07-14","C",5
"1752",22241184,"2016-07-14","A",6
"1753",22241687,"2016-07-14","C",6
"1754",22242450,"2016-07-15","A",1
"1755",22243196,"2016-07-15","C",1
"1756",22247159,"2016-07-15","C",1
"1757",22247269,"2016-07-15","C",1
"1758",22247396,"2016-07-15","B",1
"1759",22247411,"2016-07-15","A",1
"1760",22247751,"2016-07-15","A",1
"1761",22248225,"2016-07-15","A",2
"1762",22248272,"2016-07-15","A",7
"1763",22249258,"2016-07-15","C",4
"1764",22249269,"2016-07-15","C",5
"1765",22249972,"2016-07-15","C",1
"1766",22250091,"2016-07-15","C",1
"1767",22250108,"2016-07-15","B",7
"1768",22250475,"2016-07-15","A",1
"1769",22251007,"2016-07-15","C",1
"1770",22252172,"2016-07-15","A",5
"1771",22252283,"2016-07-15","C",6
"1772",22252346,"2016-07-15","C",1
"1773",22252503,"2016-07-15","C",6
"1774",22252641,"2016-07-15","C",6
"1775",22252777,"2016-07-15","C",6
"1776",22253296,"2016-07-15","C",1
"1777",22253527,"2016-07-15","C",1
"1778",22253737,"2016-07-15","B",6
"1779",22254347,"2016-07-15","C",7
"1780",22254533,"2016-07-15","A",2
"1781",22255955,"2016-07-16","C",1
"1782",22256658,"2016-07-16","C",1
"1783",22257491,"2016-07-16","A",7
"1784",22260033,"2016-07-16","A",6
"1785",22260116,"2016-07-16","C",5
"1786",22261131,"2016-07-16","C",5
"1787",22261735,"2016-07-16","B",1
"1788",22261895,"2016-07-16","C",4
"1789",22262342,"2016-07-16","C",4
"1790",22262444,"2016-07-16","A",1
"1791",22262483,"2016-07-16","A",7
"1792",22263005,"2016-07-16","C",1
"1793",22263321,"2016-07-16","C",1
"1794",22264460,"2016-07-16","A",1
"1795",22264649,"2016-07-16","B",6
"1796",22264776,"2016-07-16","C",2
"1797",22264792,"2016-07-16","C",5
"1798",22265121,"2016-07-16","A",1
"1799",22265173,"2016-07-16","A",6
"1800",22265997,"2016-07-16","A",7
"1801",22268508,"2016-07-16","C",1
"1802",22268727,"2016-07-16","B",7
"1803",22268862,"2016-07-16","A",5
"1804",22270813,"2016-07-17","C",5
"1805",22273155,"2016-07-17","B",6
"1806",22273709,"2016-07-17","C",7
"1807",22273833,"2016-07-17","C",6
"1808",22274615,"2016-07-17","C",5
"1809",22275211,"2016-07-17","C",1
"1810",22276083,"2016-07-17","A",5
"1811",22276550,"2016-07-17","B",1
"1812",22278949,"2016-07-17","B",1
"1813",22280855,"2016-07-17","A",1
"1814",22280910,"2016-07-17","C",5
"1815",22280983,"2016-07-17","A",5
"1816",22281033,"2016-07-17","B",1
"1817",22282588,"2016-07-17","C",1
"1818",22283482,"2016-07-17","A",5
"1819",22284175,"2016-07-17","C",1
"1820",22284201,"2016-07-17","C",1
"1821",22284500,"2016-07-17","A",6
"1822",22284810,"2016-07-17","B",1
"1823",22285458,"2016-07-17","A",1
"1824",22285572,"2016-07-17","B",1
"1825",22287438,"2016-07-18","A",4
"1826",22289028,"2016-07-18","A",7
"1827",22289038,"2016-07-18","C",5
"1828",22291250,"2016-07-18","C",1
"1829",22292083,"2016-07-18","C",1
"1830",22292403,"2016-07-18","C",1
"1831",22292828,"2016-07-18","B",1
"1832",22293568,"2016-07-18","C",6
"1833",22295000,"2016-07-18","C",6
"1834",22295085,"2016-07-18","A",1
"1835",22295143,"2016-07-18","C",1
"1836",22296918,"2016-07-18","A",5
"1837",22297615,"2016-07-18","A",6
"1838",22300082,"2016-07-18","C",6
"1839",22300301,"2016-07-18","C",1
"1840",22300470,"2016-07-18","A",6
"1841",22300855,"2016-07-18","B",5
"1842",22301256,"2016-07-19","C",1
"1843",22302993,"2016-07-19","A",6
"1844",22303238,"2016-07-19","C",1
"1845",22303411,"2016-07-19","B",6
"1846",22303813,"2016-07-19","C",6
"1847",22304213,"2016-07-19","C",1
"1848",22306862,"2016-07-19","B",7
"1849",22307753,"2016-07-19","C",1
"1850",22308070,"2016-07-19","B",6
"1851",22308366,"2016-07-19","A",2
"1852",22308914,"2016-07-19","C",1
"1853",22309503,"2016-07-19","C",5
"1854",22310023,"2016-07-19","C",1
"1855",22310635,"2016-07-19","A",6
"1856",22311210,"2016-07-19","A",5
"1857",22311568,"2016-07-19","A",4
"1858",22312163,"2016-07-19","C",4
"1859",22312605,"2016-07-19","C",1
"1860",22313156,"2016-07-19","B",1
"1861",22313864,"2016-07-19","A",5
"1862",22313997,"2016-07-19","C",1
"1863",22314130,"2016-07-19","C",4
"1864",22317135,"2016-07-20","B",6
"1865",22317308,"2016-07-20","C",1
"1866",22318189,"2016-07-20","C",1
"1867",22319399,"2016-07-20","C",6
"1868",22319513,"2016-07-20","C",1
"1869",22319737,"2016-07-20","C",1
"1870",22321189,"2016-07-20","C",1
"1871",22321981,"2016-07-20","B",6
"1872",22322416,"2016-07-20","B",1
"1873",22322545,"2016-07-20","A",1
"1874",22322682,"2016-07-20","C",7
"1875",22323060,"2016-07-20","A",5
"1876",22323774,"2016-07-20","C",1
"1877",22325004,"2016-07-20","C",7
"1878",22326669,"2016-07-20","B",6
"1879",22327137,"2016-07-20","B",7
"1880",22327806,"2016-07-20","C",2
"1881",22328217,"2016-07-20","A",2
"1882",22329084,"2016-07-20","B",1
"1883",22329257,"2016-07-20","A",7
"1884",22329486,"2016-07-20","C",1
"1885",22329904,"2016-07-20","C",7
"1886",22330428,"2016-07-21","A",6
"1887",22331212,"2016-07-21","C",1
"1888",22335298,"2016-07-21","A",5
"1889",22335429,"2016-07-21","C",5
"1890",22335663,"2016-07-21","C",1
"1891",22337943,"2016-07-21","A",1
"1892",22338264,"2016-07-21","C",1
"1893",22340093,"2016-07-21","A",1
"1894",22340966,"2016-07-21","C",1
"1895",22341104,"2016-07-21","C",5
"1896",22347093,"2016-07-22","A",6
"1897",22347547,"2016-07-22","C",1
"1898",22347832,"2016-07-22","B",6
"1899",22348091,"2016-07-22","B",1
"1900",22348705,"2016-07-22","B",1
"1901",22348917,"2016-07-22","C",1
"1902",22348953,"2016-07-22","A",1
"1903",22349346,"2016-07-22","A",7
"1904",22349514,"2016-07-22","C",1
"1905",22351655,"2016-07-22","C",1
"1906",22351745,"2016-07-22","C",4
"1907",22352052,"2016-07-22","C",1
"1908",22354383,"2016-07-22","C",1
"1909",22354578,"2016-07-22","B",6
"1910",22355290,"2016-07-22","C",2
"1911",22355686,"2016-07-22","C",1
"1912",22359474,"2016-07-23","B",6
"1913",22361096,"2016-07-23","B",1
"1914",22361217,"2016-07-23","A",6
"1915",22361259,"2016-07-23","C",1
"1916",22362329,"2016-07-23","C",5
"1917",22362596,"2016-07-23","C",1
"1918",22363150,"2016-07-23","C",5
"1919",22363377,"2016-07-23","A",7
"1920",22363871,"2016-07-23","C",2
"1921",22364038,"2016-07-23","A",5
"1922",22367278,"2016-07-23","C",1
"1923",22368068,"2016-07-23","C",1
"1924",22368653,"2016-07-23","C",2
"1925",22371120,"2016-07-23","A",6
"1926",22374889,"2016-07-24","C",6
"1927",22375974,"2016-07-24","C",2
"1928",22376902,"2016-07-24","A",2
"1929",22377333,"2016-07-24","C",1
"1930",22378159,"2016-07-24","A",1
"1931",22378674,"2016-07-24","A",6
"1932",22379446,"2016-07-24","A",4
"1933",22379891,"2016-07-24","B",7
"1934",22380652,"2016-07-24","B",6
"1935",22380940,"2016-07-24","A",1
"1936",22382195,"2016-07-24","C",6
"1937",22383087,"2016-07-24","C",2
"1938",22384215,"2016-07-24","C",1
"1939",22384808,"2016-07-24","C",1
"1940",22385732,"2016-07-24","B",7
"1941",22386606,"2016-07-24","C",1
"1942",22387442,"2016-07-24","B",7
"1943",22390848,"2016-07-25","B",6
"1944",22391363,"2016-07-25","B",1
"1945",22391442,"2016-07-25","C",1
"1946",22391797,"2016-07-25","C",1
"1947",22392135,"2016-07-25","C",1
"1948",22393458,"2016-07-25","C",6
"1949",22395257,"2016-07-25","B",1
"1950",22396464,"2016-07-25","A",1
"1951",22396685,"2016-07-25","C",6
"1952",22396938,"2016-07-25","B",7
"1953",22397207,"2016-07-25","B",2
"1954",22397526,"2016-07-25","A",1
"1955",22397766,"2016-07-25","C",5
"1956",22398876,"2016-07-25","B",1
"1957",22399331,"2016-07-25","C",1
"1958",22399748,"2016-07-25","C",5
"1959",22400194,"2016-07-25","C",1
"1960",22400849,"2016-07-25","B",7
"1961",22400918,"2016-07-25","A",5
"1962",22403023,"2016-07-25","A",1
"1963",22403354,"2016-07-25","C",1
"1964",22404802,"2016-07-26","C",1
"1965",22405564,"2016-07-26","C",6
"1966",22405798,"2016-07-26","A",1
"1967",22406073,"2016-07-26","B",6
"1968",22406084,"2016-07-26","C",1
"1969",22406346,"2016-07-26","C",1
"1970",22407105,"2016-07-26","C",7
"1971",22407248,"2016-07-26","C",2
"1972",22408261,"2016-07-26","B",1
"1973",22408873,"2016-07-26","C",5
"1974",22408995,"2016-07-26","C",6
"1975",22409539,"2016-07-26","C",1
"1976",22410921,"2016-07-26","C",5
"1977",22410970,"2016-07-26","A",1
"1978",22412389,"2016-07-26","A",6
"1979",22413247,"2016-07-26","C",4
"1980",22414975,"2016-07-26","C",1
"1981",22415978,"2016-07-26","C",1
"1982",22417080,"2016-07-26","A",4
"1983",22424716,"2016-07-27","C",4
"1984",22425377,"2016-07-27","C",1
"1985",22429226,"2016-07-27","C",6
"1986",22429384,"2016-07-27","C",7
"1987",22429749,"2016-07-27","B",1
"1988",22430440,"2016-07-27","A",2
"1989",22431120,"2016-07-27","B",2
"1990",22431156,"2016-07-27","C",4
"1991",22431361,"2016-07-27","A",2
"1992",22436241,"2016-07-28","B",1
"1993",22436788,"2016-07-28","C",1
"1994",22436920,"2016-07-28","B",1
"1995",22438500,"2016-07-28","A",6
"1996",22438848,"2016-07-28","C",1
"1997",22440755,"2016-07-28","C",1
"1998",22441375,"2016-07-28","B",6
"1999",22442085,"2016-07-28","C",1
"2000",22442452,"2016-07-28","B",1
"2001",22442491,"2016-07-28","A",1
"2002",22442720,"2016-07-28","C",1
"2003",22445128,"2016-07-28","C",1
"2004",22445376,"2016-07-28","C",2
"2005",22446301,"2016-07-28","B",2
"2006",22446392,"2016-07-28","A",5
"2007",22446439,"2016-07-28","C",1
"2008",22447167,"2016-07-29","B",3
"2009",22447461,"2016-07-29","B",7
"2010",22447487,"2016-07-29","A",1
"2011",22447572,"2016-07-29","B",1
"2012",22448927,"2016-07-29","C",6
"2013",22450466,"2016-07-29","A",6
"2014",22450673,"2016-07-29","A",1
"2015",22451350,"2016-07-29","C",1
"2016",22452051,"2016-07-29","B",6
"2017",22452069,"2016-07-29","B",1
"2018",22452585,"2016-07-29","C",1
"2019",22452985,"2016-07-29","B",1
"2020",22453722,"2016-07-29","C",1
"2021",22454084,"2016-07-29","A",7
"2022",22455125,"2016-07-29","C",4
"2023",22456971,"2016-07-29","C",7
"2024",22457535,"2016-07-29","C",5
"2025",22457641,"2016-07-29","A",6
"2026",22457890,"2016-07-29","A",6
"2027",22464400,"2016-07-30","C",1
"2028",22465343,"2016-07-30","C",1
"2029",22466914,"2016-07-30","B",1
"2030",22468299,"2016-07-30","C",1
"2031",22468302,"2016-07-30","C",1
"2032",22468627,"2016-07-30","C",6
"2033",22468944,"2016-07-30","A",1
"2034",22469222,"2016-07-30","C",1
"2035",22469322,"2016-07-30","C",1
"2036",22469324,"2016-07-30","A",6
"2037",22469820,"2016-07-30","A",2
"2038",22470396,"2016-07-30","A",1
"2039",22471446,"2016-07-30","C",1
"2040",22471517,"2016-07-30","C",1
"2041",22471636,"2016-07-30","B",3
"2042",22471654,"2016-07-30","C",1
"2043",22471943,"2016-07-30","C",4
"2044",22471973,"2016-07-30","C",2
"2045",22472594,"2016-07-30","B",7
"2046",22472750,"2016-07-30","B",2
"2047",22473739,"2016-07-30","C",1
"2048",22474862,"2016-07-31","A",6
"2049",21637781,"2016-06-01","C",2
"2050",21638495,"2016-06-01","C",1
"2051",21639665,"2016-06-01","B",1
"2052",21640176,"2016-06-01","C",1
"2053",21641195,"2016-06-01","C",1
"2054",21641276,"2016-06-01","C",1
"2055",21641974,"2016-06-01","C",1
"2056",21642662,"2016-06-01","A",1
"2057",21642805,"2016-06-01","C",1
"2058",21643938,"2016-06-01","C",1
"2059",21644554,"2016-06-01","C",1
"2060",21645795,"2016-06-01","C",1
"2061",21646278,"2016-06-01","C",1
"2062",21647375,"2016-06-01","C",1
"2063",21647736,"2016-06-01","C",6
"2064",21648560,"2016-06-01","A",2
"2065",21650471,"2016-06-02","C",1
"2066",21653464,"2016-06-02","C",1
"2067",21654929,"2016-06-02","C",1
"2068",21655714,"2016-06-02","A",6
"2069",21657162,"2016-06-02","C",2
"2070",21657438,"2016-06-02","C",2
"2071",21658253,"2016-06-02","C",6
"2072",21659005,"2016-06-02","A",1
"2073",21659201,"2016-06-02","C",1
"2074",21659283,"2016-06-02","C",5
"2075",21659330,"2016-06-02","C",1
"2076",21659607,"2016-06-02","C",6
"2077",21660001,"2016-06-02","B",6
"2078",21660482,"2016-06-02","C",6
"2079",21660633,"2016-06-02","A",1
"2080",21660816,"2016-06-02","C",2
"2081",21661860,"2016-06-02","C",2
"2082",21661987,"2016-06-02","B",7
"2083",21665886,"2016-06-03","C",1
"2084",21666271,"2016-06-03","C",2
"2085",21667155,"2016-06-03","C",1
"2086",21667391,"2016-06-03","C",5
"2087",21667558,"2016-06-03","C",1
"2088",21667741,"2016-06-03","A",1
"2089",21667912,"2016-06-03","C",6
"2090",21670093,"2016-06-03","A",6
"2091",21670259,"2016-06-03","B",1
"2092",21670899,"2016-06-03","B",6
"2093",21670994,"2016-06-03","B",3
"2094",21671256,"2016-06-03","C",6
"2095",21671503,"2016-06-03","B",7
"2096",21671926,"2016-06-03","C",1
"2097",21672789,"2016-06-03","C",4
"2098",21672892,"2016-06-03","B",1
"2099",21673232,"2016-06-03","C",5
"2100",21676001,"2016-06-04","C",5
"2101",21676369,"2016-06-04","A",1
"2102",21677622,"2016-06-04","A",3
"2103",21677658,"2016-06-04","C",1
"2104",21677746,"2016-06-04","C",1
"2105",21678513,"2016-06-04","A",1
"2106",21679988,"2016-06-04","C",2
"2107",21680405,"2016-06-04","C",1
"2108",21680936,"2016-06-04","C",1
"2109",21681034,"2016-06-04","C",5
"2110",21681136,"2016-06-04","A",4
"2111",21682247,"2016-06-04","C",1
"2112",21682627,"2016-06-04","A",6
"2113",21682930,"2016-06-04","C",3
"2114",21684431,"2016-06-04","C",5
"2115",21684704,"2016-06-04","C",1
"2116",21685514,"2016-06-04","B",3
